global_id,FrameName,LexicalUnits,FrameElements,Link ,Definition,LinkToBFN,MatchEvaluation,FrameRelation            
313,Change_of_state_initial_state,,"Entity 
State ",https://sfn.spanishfn.org/FRAMES/frames/Change_of_state_initial_state.html,The intial state of a simple event X-schema.,?,,
314,Change_of_state_scenario,,"Entity 
Event 
Reason ",https://sfn.spanishfn.org/FRAMES/frames/Change_of_state_scenario.html,This frame denotes simple Events in which an Entity punctually or continually changes in the direction of the Endstate.,?,,
319,Change_posture,"acurrucarse.v, agacharse.v, arrodillarse.v, desplomarse.v, echarse.v, encorvarse.v, inclinarse.v, incorporarse.v, levantarse_(dejar_la_cama).v, levantarse_(incorporarse).v, saltar.v, sentarse.v, tumbarse.v
",Protagonist ,https://sfn.spanishfn.org/FRAMES/frames/Change_posture.html,A Protagonist changes the overall position and posture of the body.,Change_posture,ExactMatch,
325,Chatting,"bromear.v, charlar.v, conversar.v, departir.v
","Interlocutor_1 
Interlocutor_2 
Interlocutors",https://sfn.spanishfn.org/FRAMES/frames/Chatting.html,"A group of people (the Interlocutors, or Interlocutor_1 and Interlocutor_2 together) have a conversation. No person is construed as only a speaker or only an addressee. Rather, it is understood that both (or all) participants do some speaking and some listening --the process is understood to be symmetrical or reciprocal. In this frame, the purpose of the conversation is generally social, rather than specifically to decide something or exchange information, or to quarrel (see Discussion and Quarrelling).",Chatting,ExactMatch,
341,Cogitation,"considerar.v, deliberación.n, deliberar.v, meditar.v, pensar.v, reflexionar.v, reflexión.n
","Cognizer 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Cogitation.html,"A person, the Cognizer, thinks about a Topic over a period of time. What is thought about may be a course of action that the person might take, or something more general.",Cogitation,ExactMatch,
342,Cognitive_connection,"relacionado.a, relacionarse.v, relación.n, vincular.v
","Concept_1 
Concept_2 
Concepts ",https://sfn.spanishfn.org/FRAMES/frames/Cognitive_connection.html,"A concept, Concept_1, is related causally or collocationally to another concept, Concept_2, by means of some Evidence.  They may be related only under certain Conditions or from a certain Point_of_view.  The two concepts may be expressed collectively as associated Concepts.  Any cognizer is deprofiled.",Cognitive_connection,ExactMatch,
345,Collapse,"derrumbarse.v, desplomarse.v, desplome.n
",Theme,https://sfn.spanishfn.org/FRAMES/frames/Collapse.html,"A Theme which is an entity collapses and falls by gravity or other natural, physical forces to a Goal. The source of the motion event is deprofiled in this frame.",?,,
354,Coming_to_be,,Entity,https://sfn.spanishfn.org/FRAMES/frames/Coming_to_be.html,"An Entity comes into existence at a particular Place and Time which may take a certain Duration_of_endstate, have a Cause, or be formed from Components.",Coming_to_be,ExactMatch,
355,Coming_to_believe,"aprender.v, concluir.v, conclusión.n, deducción.n, deducir.v, descubrir.v, inferencia.n, inferir.v, llegar_a_una_conclusión.v
","Cognizer 
Content
Evidence
Medium 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Coming_to_believe.html,"A Cognizer, usually a person, comes to believe something (the Content) after a process of reasoning. This change in belief is usually initiated by the Cognizer on a piece of Evidence. Occasionally words in this domain are accompanied by phrases expressing Topic, i.e. that which the mental Content is about.",Coming_to_believe,ExactMatch,
356,Coming_up_with,"concebido.a, concebir.v, ideado.a, idear.v, ingeniar.v, inventar.v, inventarse.v, maquinar.v, ocurrirse.v
","Cognizer 
Idea",https://sfn.spanishfn.org/FRAMES/frames/Coming_up_with.html,"Words in this frame have to do with a Cognizer creating a new intellectual entity, the Idea.",Coming_up_with,ExactMatch,
358,Commerce_buy,"adquisición.n, compra.n, comprador.n, comprar.v
","Buyer 
Goods",https://sfn.spanishfn.org/FRAMES/frames/Commerce_buy.html,"These are words describing a basic commercial transaction involving a Buyer and a Seller exchanging Money and Goods, taking the perspecitive of the Buyer.  The words vary individually in the patterns of frame element realization they allow.",Commerce_buy,ExactMatch,
359,Commerce_collect,"cobrar.v, cobro.n
","Buyer 
Goods 
Money 
Rate
Seller",https://sfn.spanishfn.org/FRAMES/frames/Commerce_collect.html,This Frame involves a Seller collecting Money from a Buyer in exchange for some Goods.,Commerce_collect,ExactMatch,
360,Commerce_goods-transfer,,"Buyer 
Exchangers 
Goods 
Money 
Seller",https://sfn.spanishfn.org/FRAMES/frames/Commerce_goods-transfer.html,The subframe of the Commercial_transaction in which the Seller gives the Goods to the Buyer (in exchange for the Money).,Commerce_goods-transfer,ExactMatch,
361,Commerce_money-transfer,,"Buyer 
Exchangers 
Goods 
Money 
Seller ",https://sfn.spanishfn.org/FRAMES/frames/Commerce_money-transfer.html,The subframe of the Commercial_transaction frame which involves the transfer of Money from the Buyer to the Seller (in exchange for the Goods).,Commerce_money-transfer,ExactMatch,
362,Commerce_pay,"abonar.v, costear.v, desembolsar.v, desmbolso.n, pagar.v, pago.n
","Buyer 
Goods 
Money 
Rate 
Seller ",https://sfn.spanishfn.org/FRAMES/frames/Commerce_pay.html,This frame involves a Buyer paying Money to a Seller for Goods. In this frame the Money is usually the direct object.,Commerce_pay,ExactMatch,
363,Commerce_scenario,,"Buyer 
Goods
Money 
Seller",https://sfn.spanishfn.org/FRAMES/frames/Commerce_scenario.html,"Commerce is a situation in which a Buyer and a Seller have agreed upon an exchange of Money and Goods (possibly after a negotiation), and then perform the exchange, optionally carrying it out with various kinds of direct payment or financing or the giving of change.",Commerce_scenario,ExactMatch,
364,Commerce_sell,"revendedor.n, revender.v, vendedor.n, vender.v, venta.n
","Buyer 
Goods 
Seller ",https://sfn.spanishfn.org/FRAMES/frames/Commerce_sell.html,"These are words describing basic commercial transactions involving a Buyer and a Seller exchanging Money and Goods, taking the perspective of the Seller.  The words vary individually in the patterns of frame element realization they allow.",Commerce_sell,ExactMatch,
365,Commercial_transaction,,"Buyer 
Goods 
Money 
Seller ",https://sfn.spanishfn.org/FRAMES/frames/Commercial_transaction.html,"These are words that describe basic commercial transactions involving a Buyer and a Seller who exchange Money and Goods.  The individual words vary in the frame element realization patterns.
For example, the typical patterns for the verbs buy and sell are:
BUYER buys GOODS from the SELLER for MONEY.
SELLER sells GOODS to the BUYER for MONEY.",Commercial_transaction,ExactMatch,
366,Commitment,"amenaza.n, amenazar.v, comprometerse.v, jurar.v, promesa.n, prometer.v
","Addressee 
Message
Speaker 
Topic",https://sfn.spanishfn.org/FRAMES/frames/Commitment.html,A Speaker makes a commitment to an Addressee to carry out some future action. This may be an action desirable (as with prometer 'promise') or not desirable (as with amenazar 'threaten') to the Addressee. Some of the words in this frame allow an Addressee to be expressed.,Commitment,ExactMatch,
369,Communicate_categorization,"calificar.v, catalogar.v, definición.n, definir.v
","Category
Item
Medium
Speaker ",https://sfn.spanishfn.org/FRAMES/frames/Communicate_categorization.html,"A Speaker communicates a message stating an Item's membership in a Category, i.e., asserts that the Item has the defining characteristics of the Category. Alternatively, the message is conceived as communicated by a Medium.",Communicate_categorization,ExactMatch,
370,Communication,"comunicar.v, hablar.v
","Addressee 
Communicator
Message
Topic",https://sfn.spanishfn.org/FRAMES/frames/Communication.html,"A Communicator conveys a Message to an Addressee; the Topic and Medium of the communication also may be expressed. This frame includes no specification of the method of communication (speech, writing, gesture, etc.). The frames that inherit the general Communication frame can add elaboration to the Medium in a variety of ways (escribir 'write', llamar por teléfono 'phone', telegrafiar 'telegraph' ) or to the Manner of communication (balbucear  'babble', gritar 'shout', susurrar 'whisper'). There are also frames that either do not inherit all of the FEs of this frame or do not inherit them in a straightforward manner (such as Chatting, in which Communicator and Addressee alternate roles, and are often expressed by a single, plural NP).",Communication,ExactMatch,
372,Communication_manner,"balbucear.v, bramar.v, chillar.v, cuchichear.v, farfullar.v, gritar.v, gruñir.v, mascullar.v, murmurar.v, musitar.v, refunfuñar.v, susurrar.v, tartamudear.v, vocear.v, vociferar.v
","Addressee
Message
Speaker 
Topic",https://sfn.spanishfn.org/FRAMES/frames/Communication_manner.html,The words in this frame describe Manners of verbal communication.  All of them can occur with quoted expressions.,Communication_manner,ExactMatch,
375,Communication_response,"contestación.n, contestar.v, desmentir.v, objeción.n, objetar.v, rebatir.v, replicar.v, responder.v, respuesta.n, réplica.n
","Addressee
Message
Speaker
Topic",https://sfn.spanishfn.org/FRAMES/frames/Communication_response.html,A Speaker communicates a Message to an Addressee. The Message is a reply  or response to some prior communication or action.,Communication_response,ExactMatch,
379,Comparative_distinctiveness,"diferenciar.v, distinguir.v
","Entities 
Entity_1 
Entity_2
Feature ",https://sfn.spanishfn.org/FRAMES/frames/Comparative_distinctiveness.html,"A Feature of two or more distinct entities, which may be concrete or abstract objects or types, serves to distinguish the Entities, or Entity_1 from Entity_2. The Feature FE is usually the external argument in this frame.",?,,
393,Congregating,"agolparse.v, agruparse.v, concurrir.v, congregarse.v
","Configuration
Individuals 
Location 
Party_1
Party_2 ",https://sfn.spanishfn.org/FRAMES/frames/Congregating.html,In this frame a group of Individuals come together to form a Configuration. The Individuals or the Configuration may be expressed as the external argument of the predicates in this frame. The congregating happens in a certain Place and at a certain Time.,?,,
399,Contacting,"llamar.v, telefonear.v, telegrafiar.v
","Addressee 
Communicator ",https://sfn.spanishfn.org/FRAMES/frames/Contacting.html,"A Communicator (whose Location may be indicated) directs a Communication to an Addressee at a particular Address. Note that no actual successful communicative act is implied, only the successful completion of acts which would establish the communication. In other words, Juan llamó por teléfono al presidente 'John called the president' does not imply that the president ever answered the phone. The Address or Location_of_communicator may be a virtual address, such as an telephone number, an e-mail address, etc.",Contacting,ExactMatch,
403,Containing,"contener.v
","Container 
Contents",https://sfn.spanishfn.org/FRAMES/frames/Containing.html,In this frame a Container holds within its physical boudaries the Contents.,Containing,ExactMatch,
404,Containment,,"Boundary 
Container 
Exterior
Interior",https://sfn.spanishfn.org/FRAMES/frames/Containment.html,"Basic Image Schema: has a Container, Interior, Exterior, Boundary, and an optional Portal.",?,,
405,Containment_relation_IS,,"Landmark 
Profiled_region 
Trajector ",https://sfn.spanishfn.org/FRAMES/frames/Containment_relation_IS.html,"Image Schema based on a particular perspective on Containment which profiles the Container as the Landmark and the Interior as the Profiled_region, which serves to locate the Trajector.",?,,
408,Contingency,,"Determinant
Outcome",https://sfn.spanishfn.org/FRAMES/frames/Contingency.html,"The answer to one open question, the Outcome, is dictated (partially or completely) by the answer to another open question, the Determinant, i.e. if the answer to the Determinant is known, the answer to the Outcome can be predicted.  The Degree of predictive power and the Circumstances under which the dependency holds can also be expressed.",Contingency,ExactMatch,
415,Convey_importance,"enfatizar.v, hacer_hincapié.v, poner_de_relieve.v, recalcar.v, subrayar.v
","Medium 
Message 
Speaker ",https://sfn.spanishfn.org/FRAMES/frames/Convey_importance.html,"Through a  Message, a Speaker (sometimes encoded metonymically by a Medium) communicates the relative importance of the state of affairs denoted by the Message.",Convey_importance,ExactMatch,
422,Cotheme,"acompañar.v, acorralar.v, conducir.v, escoltar.v, llevar.v, llevarse.v, pasear.v, persecución.n, perseguir.v, traer.v, traerse.v
","Cotheme
Goal
Theme",https://sfn.spanishfn.org/FRAMES/frames/Cotheme.html,"This frame contains predicates that necessarily indicate the motion of two distinct objects. The Theme is typically animate and is expressed as the subject of a target predicate. The Cotheme may or may not be animate and is typically expressed as a direct object or an oblique. Source, Path, Goal, and the other frame elements common to motion predicates also regularly occur with the words in this frame.",Cotheme,ExactMatch,
431,Creating,,"Cause
Created_entity
Creator",https://sfn.spanishfn.org/FRAMES/frames/Creating.html,A Cause leads to the formation of a Created_entity.,Creating,ExactMatch,
442,Cycle_of_existence_scenario,,Entity ,https://sfn.spanishfn.org/FRAMES/frames/Cycle_of_existence_scenario.html,"An Entity comes into being, exists for some time, and ceases to be.",Cycle_of_existence_scenario,ExactMatch,
446,Daring,"arriesgarse.v, atreverse.v, aventurarse.v, osar.v
","Action 
Agent ",https://sfn.spanishfn.org/FRAMES/frames/Daring.html,"An Agent performs some Action which is considered imprudent.  This frame is distinct from Attempt in that the danger that the Agent puts themself in by performing the Action is profiled.  The danger is not spelled out, but generally the Action has a possibility or likelihood of causing social or physical harm to the Agent.",Daring,ExactMatch,
463,Departing,"alejarse.v, desertar.v, emigrar.v, exiliarse.v, largarse.v, marcharse.v, repliegue.n, retirada.n, retirarse.v, salir.v
","Source 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Departing.html,"A Theme moves away from a Source. The Source may be expressed or it may be understood from context, but its existence is always implied by the motion predicate itself.",Departing,ExactMatch,
467,Desirability,,"Evaluee
Parameter ",https://sfn.spanishfn.org/FRAMES/frames/Desirability.html,"This frame concerns an Evaluee being judged for its quality, i.e. how much it would probably be liked.  In many cases, the Evaluee is implicitly judged good or bad relative to other instances of its type. The Evaluee's desirability is determined by one or more Parameters, which are scalar properties of the Evaluee. The evaluation may also explicitly be relativized to a set of Circumstances, a Comparison_set of entities that belong to the same class as the Evaluee, or an Affected_party. The Degree of goodness or badness may also be expressed.",Desirability,ExactMatch,
468,Desirable_event,,State_of_affairs,https://sfn.spanishfn.org/FRAMES/frames/Desirable_event.html,A particular State_of_affairs is desirable.  The State_of_affairs may be required to achieve a Purpose.  A set of Circumstances may be specified under which the assessment of desirability holds.,Desirable_event,ExactMatch,
470,Desiring,"anhelar.v, anhelo.n, ansia.n, ansiar.v, apetecer.v, aspirar.v, desear.v, deseo.n, deseoso.a, esperanza.n, ganas.n, querer.v
","Event 
Experiencer
Focal_participant ",https://sfn.spanishfn.org/FRAMES/frames/Desiring.html,"An Experiencer desires that an Event occur. In some cases, the Experiencer is an active participant in the Event, and in such cases the Event itself is often not mentioned, but rather some Focal_participant which is subordinately involved in the Event.",Desiring,ExactMatch,
479,Differentiation,"diferenciación.n, diferenciar.v, discriminar.v, distinción.n, distinguir.v
","Cognizer
Phenomena
Phenomenon_1 
Phenomenon_2
",https://sfn.spanishfn.org/FRAMES/frames/Differentiation.html,"Words in this frame have to do with a person being aware (or not being aware) of the difference between two Phenomena, which may be expressed jointly as in (1) or disjointly as in (2).",Differentiation,ExactMatch,
490,Discussion,"debate.n, debatir.v, dialogar.v, discusión.n, discutir.v, diálogo.n
","Interlocutor_1 
Interlocutor_2
Interlocutors 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Discussion.html,"Two (or more) people (the Interlocutors, also encodable as Interlocutor_1 and Interlocutor_2) talk to one another. No person is construed as only a speaker or only an addressee. Rather, it is understood that both (or all) participants do some speaking and some listening --the process is understood to be symmetrical or reciprocal. This frame differs from the Chatting frame in that the Interlocutors have a particular question that they are attempting to decide or understand.",Discussion,ExactMatch,
500,Distinctiveness,"distinguir.v
","Entity
Feature ",https://sfn.spanishfn.org/FRAMES/frames/Distinctiveness.html,A Feature of an Entity serves to distinguish the Entity from other members of its type which have a different value for the Feature.  Note that the Entity is often implicit.,Distinctiveness,ExactMatch,
531,Earnings_and_losses,"beneficio.n, ganancia.n, ganar.v, perder.v, pérdida.n
","Earner 
Earnings ",https://sfn.spanishfn.org/FRAMES/frames/Earnings_and_losses.html,"An Earner receives Earnings by providing Goods to a Buyer; providing the Goods also generally entails a cost, which may or may not be included in the consideration.  This frame emphasizes the effect on the Earner and often generalizes across an indefinite number of transactions with various parties.  Some of the LUs (e.g. earn.v) primarily refer to the to the Earnings without reference to cost, others to the amount the Earnings differ from the cost, emphasizing either a net loss (e.g. loss.n) or net gain (e.g. net.n).",Earnings_and_losses,ExactMatch,
538,Education_teaching,"aprender.v, enseñar.v
","Cognizer 
Fact
Material 
Qualification 
Role 
Skill 
Student 
Subject 
Teacher",https://sfn.spanishfn.org/FRAMES/frames/Education_teaching.html,"This frame contains words referring to teaching and the participants in teaching.  A Student comes to learn either about a Subject; a Skill; a Precept; or a Fact as a result of instruction by a Teacher.


Some of the nouns (schoolmaster, -mistress) in this frame refer to administrative positions and do not take relevant frame elements; these will be moved.",Education_teaching,ExactMatch,
546,Emanating,"brotar.v, chorrear.v, emanación.n, emanar.v, fuga_(entity).n, fuga_(event).n, gotear.v, manar.v, rezumar.v
","Emission
Source ",https://sfn.spanishfn.org/FRAMES/frames/Emanating.html,In this frame an Emission emanates from a Source (very rarely along a Path) or to a Goal.,Emanating,ExactMatch,
550,Emitting,"chorrear.v, emanar.v, emitir.v, escupir.v, gotear.v, rezumar.v, segregar.v, supurar.v
","Emission 
Source_emitter ",https://sfn.spanishfn.org/FRAMES/frames/Emitting.html,In this frame a Source_emitter discharges its Emission to a Goal or along a Path.,Emitting,ExactMatch,
553,Emotions,,"Event
Experiencer 
Expressor 
State 
Stimulus
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Emotions.html,"An Experiencer has a particular emotional State, which may be described in terms of a specific Stimulus that provokes it, or a Topic which categorizes the kind of Stimulus.  Rather than expressing the Experiencer directly, it may (metonymically) have in its place a particular Event (with participants who are Experiencers of the emotion) or an Expressor (a body-part of gesture which would give an indication of the Experiencer's state to an external observer).",Emotions,ExactMatch,
567,Emptying,"desalojar.v, deshinchar.v, desinflar.v, evacuar.v, vaciar.v
","Agent 
Cause
Source 
Theme",https://sfn.spanishfn.org/FRAMES/frames/Emptying.html,This frame deals with an Agent's moving of a Theme in relation to a Source.  The Source is profiled and the Theme is removed from it.,Emptying,ExactMatch,
573,Endangering,,"Agent 
Cause
Valued_entity",https://sfn.spanishfn.org/FRAMES/frames/Endangering.html,"An Agent or Cause is responsible for placing a Valued_entity at risk. Endangering_act, Place, Time, Reason, and Circumstance may also be specified.",Endangering,ExactMatch,
581,Entity,,Entity,https://sfn.spanishfn.org/FRAMES/frames/Entity.html,"This frame is for words that denote highly schematic entities.


We have several  on the agenda.",Entity,ExactMatch,
586,Escaping,"escabullirse.v, escapar.v, escaparse.v, evadirse.v, evasión.n, fuga.n, fugarse.v, huida.n, huir.v
","Escapee
Undesirable_location",https://sfn.spanishfn.org/FRAMES/frames/Escaping.html,A self-moving Escapee departs from an Undesirable_location.,Escaping,ExactMatch,
589,Estimating,"tasación.n, tasar.v, valoración.n, valorar.v
","Cognizer 
Estimation
Feature 
Item 
Question
Value ",https://sfn.spanishfn.org/FRAMES/frames/Estimating.html,"A Cognizer carries out an approximate calculation or considers some Evidence so as to arrive at an approximate Value for some Feature of an Item. 


There are two alternative construals. In one, the Feature is presented as a Question about the Item and the Value is conceived as an answer to the Question.


In the second construal,  a fully propositional Estimation by the Cognizer is presented which expresses the result of the Cognizer's approximation.",Estimating,ExactMatch,
593,Event,"acontecer.v, ocurrir.v, pasar.v, producirse.v, sobrevenir.v, suceder.v, tener_lugar.v
","Event 
Place 
Time",https://sfn.spanishfn.org/FRAMES/frames/Event.html,An Event takes place at a Place and Time.,Event,ExactMatch,
599,Eventive_affecting,,"Entity 
Event ",https://sfn.spanishfn.org/FRAMES/frames/Eventive_affecting.html,An Entity undergoes some change (the Event) that is (or is construed as) punctual.  (This frame exists mainly to allow common FEs to be inherited.),Eventive_affecting,ExactMatch,
601,Eventive_cognizer_affecting,"convencer.v
","Agent 
Cognizer 
Content
Event ",https://sfn.spanishfn.org/FRAMES/frames/Eventive_cognizer_affecting.html,"An Event or an Agent causes the Cognizer to accept some Content.  Although the Cognizer forms an intention, it is not entailed that he/she acts.",Eventive_cognizer_affecting,ExactMatch,
604,Evoking,"evocar.v, recordar.v, traer_a_la_memoria.v
","Cognizer 
Phenomenon
Stimulus",https://sfn.spanishfn.org/FRAMES/frames/Evoking.html,Some Stimulus causes a Cognizer to think of a prior Phenomenon due to its perceived similarity.,Evoking,ExactMatch,
606,Exchange,"canje.n, canjear.v, intercambiar.v, intercambio.n
","Exchanger_1
Exchanger_2 
Exchangers 
Theme_1 
Theme_2 
Themes",https://sfn.spanishfn.org/FRAMES/frames/Exchange.html,"Two parties, the Exchangers, each give and receive from the other Themes. The parties are also construable separately as Exchanger_1 and Exchanger_2,  in which case the Themes may be construed separately, too, as Theme_1 and Theme_2.",Exchange,ExactMatch,
610,Excreting,"cagar.v, defecar.v, eructar.v, escupir.v, mear.v, orinar.v, regurgitar.v, sangrar.v, sudar.v, transpirar.v, vomitar.v
","Excreta
Excreter ",https://sfn.spanishfn.org/FRAMES/frames/Excreting.html,An Excreter excretes Excreta.,Excreting,ExactMatch,
612,Excreting_result,"cagarse.v, mearse.v
",Excreter,https://sfn.spanishfn.org/FRAMES/frames/Excreting_result.html,Predicates in this frame denote the result of an excreting event which is carried out by an Excreter.,?,,
614,Execution,"ejecutar.v, fusilar.v
","Executed
Executioner ",https://sfn.spanishfn.org/FRAMES/frames/Execution.html,An Executioner punishes an individual (Executed) with death as a consequence of some action of the Evaluee (the Reason).,Execution,ExactMatch,
619,Existence,,Entity,https://sfn.spanishfn.org/FRAMES/frames/Existence.html,"An Entity is declared to exist, generally irrespective of its position or even the possibility of its position being specified. Time, Duration, Inherent_purpose, and State may also be mentioned.


This frame is to be contrasted with Presence, which describes the existence of an Entity in a particular (and salient) spacio-temporal context, and which also entails the presense of an observer who can detect the existence of the Entity in that context.",Existence,ExactMatch,
622,Expectation,"esperar.v, esperarse.v, impredecible.a, predecible.a, premonición.n, presentimiento.n, presentir.v, presunción.n, prever.v, previsible.a
","Cognizer 
Phenomenon
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Expectation.html,"Words in this frame have to do with a Cognizer believing that some Phenomenon will take place in the future. Some words in the frame (e.g. prever 'foresee') indicate that the Phenomenon is asserted also to be true, while others do not.",Expectation,ExactMatch,
626,Expensiveness,"barato.a, caro.a, costar.v, coste.n, desembolso.n, económico.a, ganga.n, gasto.n, gratuito.a, prohibitivo.a
","Asset
Goods 
Intended_event
Payer",https://sfn.spanishfn.org/FRAMES/frames/Expensiveness.html,"A Payer gives up (or potentially gives up) the use of an Asset (generally money) in order to achieve an Intended_event.  This event is often more specifically described as gaining possession of some Goods or receiving a Service.  In the majority of cases, the Payer is described generically (INI), and the situation depicted answers the question of how much of an Asset would have to be given up to receive the Goods or bring about the Intended_event.",Expensiveness,ExactMatch,
629,Experiencer_focus,,"Content 
Event
Experiencer 
Expressor
State 
Topic 
",https://sfn.spanishfn.org/FRAMES/frames/Experiencer_focus.html,"The words in this frame describe an Experiencer's emotions with respect to some Content. A Reason for the emotion may also be expressed.  Although the Content may refer to an actual, current state of affairs, quite often it refers to a general situation which causes the emotion.",?,,
631,Experiencer_obj,"aburrir.v, alegrar.v, asombrar.v, asustar.v, aterrar.v, avergonzar.v, caerse_la_baba.v, chocar.v, complacer.v, conmover.v, consolar.v, dejar_de_piedra.v, desconcertar.v, divertir.v, doler.v, emocionar.v, encantar.v, entristecer.v, escandalizar.v, extrañar.v, fastidiar.v, gustar.v, hacer_gracia.v, horrorizar.v, inquietar.v, interesar.v, irritar.v, molestar.v, poner_los_pelos_de_punta.v, preocupar.v, remorder_la_conciencia.v, sacar_de_quicio.v, satisfacer.v, sorprender.v, tranquilizar.v
","Stimulus 
Experiencer",https://sfn.spanishfn.org/FRAMES/frames/Experiencer_obj.html,Some phenomenon (the Stimulus) provokes a particular emotion in an Experiencer. The Stimulus is usually the External Argument and the Experiencer is an Indirect Object.,?,,
632,Experiencer_subj,"aburrido.a, aversión.n, montar_en_cólera.v, perder_la_cabeza.v, perder_la_razón.v, perder_los_estribos.v, sorprendido.a, venirse_abajo.v, volverse_loco.v
","Content 
Experiencer 
Focus 
Topic ",https://sfn.spanishfn.org/FRAMES/frames/Experiencer_subj.html,The words in this frame describe an Experiencer's emotion with respect to some Content or Topic.,?,,
638,Exporting,"exportación.n, exportar.v
","Exporter 
Exporting_area 
Goods
Importing_area 
",https://sfn.spanishfn.org/FRAMES/frames/Exporting.html,An Exporter moves Goods across a border from an Exporting_area to an Importing_area.,Exporting,ExactMatch,
661,Filling,"adornar.v, cargar.v, cubrir.v, decorar.v, embalar.v, empapelar.v, empaquetar.v, envolver.v, forrar.v, impregnar.v, inundar.v, llenar.v, rellenar.v, revestir.v, untar.v
","Agent 
Cause
Goal 
Theme ",https://sfn.spanishfn.org/FRAMES/frames/Filling.html,"This frame deals with an Agent's moving of a Theme to a Goal. 
In Filling, the Goal is profiled, and the Theme ends up on the Goal.",Filling,ExactMatch,
664,Fining,"multa.n, multar.v
","Fine
Payer
Reason 
Speaker",https://sfn.spanishfn.org/FRAMES/frames/Fining.html,The Payer is (legally) forced to pay a Fine by an official Speaker as a punishment for some action (the Reason).  The Speaker represents an entity which receives the payment.,Fining,ExactMatch,
677,First_experience,,Experience,https://sfn.spanishfn.org/FRAMES/frames/First_experience.html,An implicit experiencer has an Experience for the first time. Some LU's may specifically imply an agentive activity.,First_experience,ExactMatch,
681,Fluidic_motion,"fluir.v, salpicar.v
",Fluid,https://sfn.spanishfn.org/FRAMES/frames/Fluidic_motion.html,In this frame a Fluid moves from a Source to a Goal along a Path or within an Area.,Fluidic_motion,ExactMatch,
699,Fullness,"abarrotado.a, colmado.a, lleno.a, rebosante.a, relleno.a, repleto.a, saturado.a, vacío.a
","Container
Contents ",https://sfn.spanishfn.org/FRAMES/frames/Fullness.html,"A Container is in a state of fullness or emptiness with respect to some Contents. Note the connection between words in this frame and those in the Containers, Emptying, and Filling frames.",Fullness,ExactMatch,
706,Gathering_up,,"Agent 
Aggregate 
Individuals",https://sfn.spanishfn.org/FRAMES/frames/Gathering_up.html,"This frame describes an Agent's gathering of Individuals (people or entities) into a group, the  Aggregate, defined by relative proximity.",Gathering_up,ExactMatch,
708,Gesture,"gesto.n, guiñar un ojo.v, señal.n
","Addressee 
Body_part 
Communicator ",https://sfn.spanishfn.org/FRAMES/frames/Gesture.html,The words in this frame have to do with non-verbal communication. The content of the non-verbal communication between the Communicator and the Addressee is usually expressed with a PP Complement headed by para 'for' or as a modifier of the target when it is a noun.,Gesture,ExactMatch,
711,Getting,"adquirir.v, obtener.v
","Recipient 
Theme ",https://sfn.spanishfn.org/FRAMES/frames/Getting.html,"A Recipient starts off without the Theme in their possession, and then comes to possess it.  Although the Source from which the Theme came is logically necessary, the Recipient and its changing relationship to the Theme is profiled.",Getting,ExactMatch,
712,Getting_scenario,,"Recipient 
Theme ",https://sfn.spanishfn.org/FRAMES/frames/Getting_scenario.html,"In this scenario, the Recipient begins without the Theme, then acquires the Theme from a Source.",Getting_scenario,ExactMatch,
720,Giving,"conceder.v, dar.v, donación.n, donante.n, donar.v, entrega.n, entregar.v, legado.n, legar.v, proporcionar.v, regalar.v, regalo.n
","Donor
Recipient 
Theme ",https://sfn.spanishfn.org/FRAMES/frames/Giving.html,A Donor transfers a Theme from a Donorto a Recipient.  This frame includes only actions that are initiated by the Donor (the one that starts out owning the Theme).  Sentences (even metaphorical ones) must meet the following entailments: the  Donor first has possession of the Theme.  Following the transfer the Donor no longer has the Theme and the Recipient does.,Giving,ExactMatch,
723,Giving_scenario,,"Donor
Recipient 
Theme ",https://sfn.spanishfn.org/FRAMES/frames/Giving_scenario.html,"The sequence of events in which the Donor begins in possession of the Theme, then gives it to the Recipient, relinquishing possession.",Giving_scenario,ExactMatch,
733,Gradable_attributes,,"Attribute 
Degree 
Entity 
Value ",https://sfn.spanishfn.org/FRAMES/frames/Gradable_attributes.html,An Entity has an implicit Value for an Attribute. Degree expresses either explicit comparison or the deviation of the Value when compared with other entities of similar kind. The Value may hold only relative to a particular Time or in particular Circumstances.,Gradable_attributes,ExactMatch,
737,Grasp,"comprender.v, comprensible.a, comprensión.n, concebir.v, entender.v, incomprensible.a, incomprensión.n, ininteligible.a, inteligible.a
","Cognizer
Faculty 
Phenomenon",https://sfn.spanishfn.org/FRAMES/frames/Grasp.html,"A Cognizer possesses knowledge about the workings, significance, or meaning of an idea or object, which we call Phenomenon, and is able to make predictions about the behavior or  occurrence of the Phenomenon.",Grasp,ExactMatch,
750,Halt,"detenerse.v, parar.v, pararse.v
",Theme,https://sfn.spanishfn.org/FRAMES/frames/Halt.html,A Theme ceases motion.,Halt,ExactMatch,
